route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,peak_flag,fare_id
100194,22319,30903595,"E MAGNOLIA ","LOCAL",0,4119038,11033054,0,101
100194,22319,30903596,"E MAGNOLIA ","LOCAL",0,4119036,11033054,0,101
100194,22319,30903597,"E MAGNOLIA ","LOCAL",0,4119037,11033054,0,101
100194,22319,30903598,"E MAGNOLIA ","LOCAL",0,4119036,11033054,0,101
100194,22319,30903599,"E MAGNOLIA ","LOCAL",0,4119037,11033054,0,101
100194,22319,30903600,"E MAGNOLIA ","LOCAL",0,4119036,11033054,0,101
100194,22319,30903601,"E MAGNOLIA ","LOCAL",0,4119037,11033054,0,101
100194,22319,30903602,"E MAGNOLIA ","LOCAL",0,4119036,11033054,0,101
100194,22319,30903603,"E MAGNOLIA ","LOCAL",0,4119037,11033054,0,101
100194,22319,30903604,"E MAGNOLIA ","LOCAL",0,4119036,11033054,0,101
100194,22319,30903605,"E MAGNOLIA ","LOCAL",0,4119037,11033054,0,101
100194,22319,30903606,"E MAGNOLIA ","LOCAL",0,4119036,11033054,0,101
100194,22319,30903607,"E MAGNOLIA ","LOCAL",0,4119037,11033054,0,101
100194,22319,30903608,"E MAGNOLIA ","LOCAL",0,4119036,11033054,0,101
100194,22319,30903609,"E MAGNOLIA ","LOCAL",0,4119037,11033054,0,101
100194,22319,30903610,"E MAGNOLIA ","LOCAL",0,4119036,11033054,0,101
100194,22319,30903611,"DOWNTOWN SEATTLE ","LOCAL",1,4119038,20033056,0,101
100194,22319,30903612,"DOWNTOWN SEATTLE ","LOCAL",1,4119035,20033056,0,101
100194,22319,30903613,"DOWNTOWN SEATTLE ","LOCAL",1,4119038,20033056,0,101
100194,22319,30903614,"DOWNTOWN SEATTLE ","LOCAL",1,4119038,20033056,0,101
100194,22319,30903615,"DOWNTOWN SEATTLE ","LOCAL",1,4119035,20033056,0,101
100194,22319,30903616,"DOWNTOWN SEATTLE ","LOCAL",1,4119038,20033056,0,101
100194,22319,30903617,"DOWNTOWN SEATTLE ","LOCAL",1,4119035,20033056,0,101
100194,22319,30903618,"DOWNTOWN SEATTLE ","LOCAL",1,4119038,20033056,0,101
100194,22319,30903619,"DOWNTOWN SEATTLE ","LOCAL",1,4119035,20033056,0,101
100161,22319,30903620,"COLMAN PARK YESLER","LOCAL",0,4119035,21027027,0,101
100161,22319,30903621,"COLMAN PARK YESLER","LOCAL",0,4119038,21027027,0,101
100161,22319,30903622,"COLMAN PARK YESLER","LOCAL",0,4119038,21027027,0,101
100161,22319,30903623,"COLMAN PARK YESLER","LOCAL",0,4119038,21027027,0,101
100161,22319,30903624,"COLMAN PARK YESLER","LOCAL",0,4119035,21027027,0,101
100161,22319,30903625,"COLMAN PARK YESLER","LOCAL",0,4119038,21027027,0,101
100161,22319,30903626,"COLMAN PARK YESLER","LOCAL",0,4119035,21027027,0,101
100161,22319,30903627,"COLMAN PARK YESLER","LOCAL",0,4119038,21027027,0,101
100161,22319,30903628,"COLMAN PARK YESLER","LOCAL",0,4119035,21027027,0,101
100161,22319,30903629,"DOWNTOWN SEATTLE YESLER","LOCAL",1,4119038,10027026,0,101
100161,22319,30903630,"DOWNTOWN SEATTLE YESLER","LOCAL",1,4119035,10027026,0,101
100161,22319,30903631,"DOWNTOWN SEATTLE YESLER","LOCAL",1,4119038,10027026,0,101
100161,22319,30903632,"DOWNTOWN SEATTLE YESLER","LOCAL",1,4119035,10027026,0,101
100161,22319,30903633,"DOWNTOWN SEATTLE YESLER","LOCAL",1,4119038,10027026,0,101
100161,22319,30903634,"DOWNTOWN SEATTLE YESLER","LOCAL",1,4119035,10027026,0,101
100161,22319,30903635,"DOWNTOWN SEATTLE YESLER","LOCAL",1,4119038,10027026,0,101
100161,22319,30903636,"DOWNTOWN SEATTLE YESLER","LOCAL",1,4119035,10027026,0,101
100161,22319,30903637,"DOWNTOWN SEATTLE YESLER","LOCAL",1,4119038,10027026,0,101
100194,22319,30903638,"E MAGNOLIA ","LOCAL",0,4119035,11033054,0,101
100194,22319,30903639,"E MAGNOLIA ","LOCAL",0,4119035,11033054,0,101
100194,22319,30903640,"E MAGNOLIA ","LOCAL",0,4119038,11033054,0,101
100194,22319,30903641,"E MAGNOLIA ","LOCAL",0,4119038,11033054,0,101
100194,22319,30903642,"E MAGNOLIA ","LOCAL",0,4119035,11033054,0,101
100194,22319,30903643,"E MAGNOLIA ","LOCAL",0,4119035,11033054,0,101
100194,22319,30903644,"E MAGNOLIA ","LOCAL",0,4119038,11033054,0,101
100194,22319,30903645,"E MAGNOLIA ","LOCAL",0,4119038,11033054,0,101
100194,22319,30903646,"E MAGNOLIA ","LOCAL",0,4119035,11033054,0,101
100132,22319,30903668,"DOWNTOWN SEATTLE ","LOCAL",1,4119027,20024105,0,101
100228,22319,30903671,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119040,11048615,0,101
100228,22319,30903672,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119041,11048615,0,101
100228,22319,30903673,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119042,11048615,0,101
100228,22319,30903674,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119043,11048615,0,101
100228,22319,30903675,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119044,11048615,0,101
100228,22319,30903676,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119040,11048615,0,101
100228,22319,30903677,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119045,11048615,0,101
100228,22319,30903678,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119041,11048615,0,101
100228,22319,30903679,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119042,11048615,0,101
100228,22319,30903680,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119043,11048615,0,101
100228,22319,30903681,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119044,11048615,0,101
100228,22319,30903682,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119040,11048615,0,101
100228,22319,30903683,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119045,11048615,0,101
100228,22319,30903684,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119041,11048615,0,101
100228,22319,30903685,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119042,11048615,0,101
100228,22319,30903686,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119046,11048615,0,101
100228,22319,30903687,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119043,11048615,0,101
100228,22319,30903688,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119044,11048615,0,101
100228,22319,30903689,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119040,11048615,0,101
100228,22319,30903690,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119045,11048615,0,101
100228,22319,30903691,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119041,11048615,0,101
100228,22319,30903692,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119042,11048615,0,101
100228,22319,30903693,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119046,11048615,0,101
100228,22319,30903694,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119043,11048615,0,101
100228,22319,30903695,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119044,11048615,0,101
100228,22319,30903696,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119040,11048615,0,101
100228,22319,30903697,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119045,11048615,0,101
100228,22319,30903698,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119041,11048615,0,101
100228,22319,30903699,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119042,11048615,0,101
100228,22319,30903700,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119046,11048615,0,101
100228,22319,30903701,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119043,11048615,0,101
100228,22319,30903702,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119044,11048615,0,101
100228,22319,30903703,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119040,11048615,0,101
100228,22319,30903704,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119045,11048615,0,101
100228,22319,30903705,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119041,11048615,0,101
100228,22319,30903706,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119042,11048615,0,101
100228,22319,30903707,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119046,11048615,0,101
100228,22319,30903708,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119043,11048615,0,101
100228,22319,30903709,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119044,11048615,0,101
100228,22319,30903710,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119040,11048615,0,101
100228,22319,30903711,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119045,11048615,0,101
100228,22319,30903712,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119041,11048615,0,101
100228,22319,30903713,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119042,11048615,0,101
100228,22319,30903714,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119046,11048615,0,101
100228,22319,30903715,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119043,11048615,0,101
100228,22319,30903716,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119044,11048615,0,101
100228,22319,30903717,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119040,11048615,0,101
100228,22319,30903718,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119045,11048615,0,101
100228,22319,30903719,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119041,11048615,0,101
100228,22319,30903720,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119042,11048615,0,101
100228,22319,30903721,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119046,11048615,0,101
100228,22319,30903722,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119043,11048615,0,101
100228,22319,30903723,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119044,11048615,0,101
100228,22319,30903724,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119040,11048618,0,101
100228,22319,30903725,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119045,11048615,0,101
100228,22319,30903726,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119041,11048615,0,101
100228,22319,30903727,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119042,11048615,0,101
100228,22319,30903728,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119046,11048615,0,101
100228,22319,30903729,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119043,11048615,0,101
100228,22319,30903730,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119044,11048615,0,101
100228,22319,30903731,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119045,11048615,0,101
100228,22319,30903732,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119041,11048615,0,101
100228,22319,30903733,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119042,11048615,0,101
100228,22319,30903734,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119046,11048615,0,101
100228,22319,30903735,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119044,11048615,0,101
100228,22319,30903736,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119041,11048615,0,101
100228,22319,30903737,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119046,11048615,0,101
100228,22319,30903738,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119044,11048615,0,101
100228,22319,30903739,"UNIVERSITY DISTRICT CENTRAL DISTRICT","LOCAL",0,4119041,11048615,0,101
100228,22319,30903740,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119040,20048616,0,101
100228,22319,30903741,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119041,20048616,0,101
100228,22319,30903742,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119042,20048616,0,101
100228,22319,30903743,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119043,20048616,0,101
100228,22319,30903744,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119044,20048616,0,101
100228,22319,30903745,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119040,20048616,0,101
100228,22319,30903746,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119045,20048616,0,101
100228,22319,30903747,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119041,20048616,0,101
100228,22319,30903748,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119042,20048616,0,101
100228,22319,30903749,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119046,20048616,0,101
100228,22319,30903750,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119043,20048616,0,101
100228,22319,30903751,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119044,20048616,0,101
100228,22319,30903752,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119040,20048616,0,101
100228,22319,30903753,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119045,20048616,0,101
100228,22319,30903754,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119041,20048616,0,101
100228,22319,30903755,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119042,20048616,0,101
100228,22319,30903756,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119046,20048616,0,101
100228,22319,30903757,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119043,20048616,0,101
100228,22319,30903758,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119044,20048616,0,101
100228,22319,30903759,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119040,20048616,0,101
100228,22319,30903760,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119045,20048616,0,101
100228,22319,30903761,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119041,20048616,0,101
100228,22319,30903762,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119042,20048616,0,101
100228,22319,30903763,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119046,20048616,0,101
100228,22319,30903764,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119043,20048616,0,101
100228,22319,30903765,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119044,20048616,0,101
100228,22319,30903766,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119040,20048616,0,101
100228,22319,30903767,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119045,20048616,0,101
100228,22319,30903768,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119041,20048616,0,101
100228,22319,30903769,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119042,20048616,0,101
100228,22319,30903770,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119046,20048616,0,101
100228,22319,30903771,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119043,20048616,0,101
100228,22319,30903772,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119044,20048616,0,101
100228,22319,30903773,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119040,20048616,0,101
100228,22319,30903774,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119045,20048616,0,101
100228,22319,30903775,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119041,20048616,0,101
100228,22319,30903776,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119042,20048616,0,101
100228,22319,30903777,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119046,20048616,0,101
100228,22319,30903778,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119043,20048616,0,101
100228,22319,30903779,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119044,20048616,0,101
100228,22319,30903780,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119040,20048616,0,101
100228,22319,30903781,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119045,20048616,0,101
100228,22319,30903782,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119041,20048616,0,101
100228,22319,30903783,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119042,20048616,0,101
100228,22319,30903784,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119046,20048616,0,101
100228,22319,30903785,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119043,20048616,0,101
100228,22319,30903786,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119044,20048616,0,101
100228,22319,30903787,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119040,20048616,0,101
100228,22319,30903788,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119045,20048616,0,101
100228,22319,30903789,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119041,20048616,0,101
100228,22319,30903790,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119042,20048616,0,101
100228,22319,30903791,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119046,20048616,0,101
100228,22319,30903792,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119043,20048616,0,101
100228,22319,30903793,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119044,20048616,0,101
100228,22319,30903794,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119045,20048616,0,101
100228,22319,30903795,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119041,20048616,0,101
100228,22319,30903796,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119042,20048616,0,101
100228,22319,30903797,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119046,20048616,0,101
100228,22319,30903798,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119043,20048617,0,101
100228,22319,30903799,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119044,20048616,0,101
100228,22319,30903800,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119045,20048617,0,101
100228,22319,30903801,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119041,20048616,0,101
100228,22319,30903802,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119042,20048617,0,101
100228,22319,30903803,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119046,20048616,0,101
100228,22319,30903804,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119044,20048616,0,101
100228,22319,30903805,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119041,20048616,0,101
100228,22319,30903806,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119046,20048617,0,101
100228,22319,30903807,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119044,20048617,0,101
100228,22319,30903808,"MOUNT BAKER TRANSIT CENTER CENTRAL DISTRICT","LOCAL",1,4119041,20048617,0,101
100169,22319,30904153,"DOWNTOWN SEATTLE ","EXPRESS",1,4119077,20028544,0,101
